,Unnamed: 0,file_id,genus,file_path
68,68.0,58529,Crypturellus,audio\58529.wav
69,69.0,45557,Crypturellus,audio\45557.wav
70,70.0,41953,Crypturellus,audio\41953.wav
71,71.0,41872,Crypturellus,audio\41872.wav
72,72.0,27557,Crypturellus,audio\27557.wav
73,73.0,22521,Crypturellus,audio\22521.wav
74,74.0,13034,Crypturellus,audio\13034.wav
75,75.0,1407,Crypturellus,audio\1407.wav
76,76.0,518786,Crypturellus,audio\518786.wav
77,77.0,474817,Crypturellus,audio\474817.wav
78,78.0,461820,Crypturellus,audio\461820.wav
79,79.0,440942,Crypturellus,audio\440942.wav
80,80.0,437663,Crypturellus,audio\437663.wav
81,81.0,437655,Crypturellus,audio\437655.wav
82,82.0,416474,Crypturellus,audio\416474.wav
83,83.0,384421,Crypturellus,audio\384421.wav
84,84.0,358831,Crypturellus,audio\358831.wav
85,85.0,342846,Crypturellus,audio\342846.wav
86,86.0,342845,Crypturellus,audio\342845.wav
87,87.0,314321,Crypturellus,audio\314321.wav
88,88.0,299039,Crypturellus,audio\299039.wav
89,89.0,221929,Crypturellus,audio\221929.wav
90,90.0,217872,Crypturellus,audio\217872.wav
91,91.0,217870,Crypturellus,audio\217870.wav
92,92.0,217867,Crypturellus,audio\217867.wav
93,93.0,150263,Crypturellus,audio\150263.wav
94,94.0,124623,Crypturellus,audio\124623.wav
95,95.0,113465,Crypturellus,audio\113465.wav
96,96.0,85065,Crypturellus,audio\85065.wav
97,97.0,85064,Crypturellus,audio\85064.wav
98,98.0,85063,Crypturellus,audio\85063.wav
99,99.0,85062,Crypturellus,audio\85062.wav
100,100.0,85059,Crypturellus,audio\85059.wav
101,101.0,377295,Crypturellus,audio\377295.wav
102,102.0,377294,Crypturellus,audio\377294.wav
103,103.0,323748,Crypturellus,audio\323748.wav
104,104.0,312936,Crypturellus,audio\312936.wav
105,105.0,312931,Crypturellus,audio\312931.wav
106,106.0,303310,Crypturellus,audio\303310.wav
107,107.0,221915,Crypturellus,audio\221915.wav
108,108.0,221914,Crypturellus,audio\221914.wav
109,109.0,217873,Crypturellus,audio\217873.wav
110,110.0,212971,Crypturellus,audio\212971.wav
111,111.0,171248,Crypturellus,audio\171248.wav
112,112.0,155449,Crypturellus,audio\155449.wav
113,113.0,122585,Crypturellus,audio\122585.wav
114,114.0,108671,Crypturellus,audio\108671.wav
115,115.0,85054,Crypturellus,audio\85054.wav
116,116.0,85053,Crypturellus,audio\85053.wav
117,117.0,407249,Crypturellus,audio\407249.wav
118,118.0,407247,Crypturellus,audio\407247.wav
119,119.0,402848,Crypturellus,audio\402848.wav
120,120.0,264297,Crypturellus,audio\264297.wav
121,121.0,502078,Crypturellus,audio\502078.wav
122,122.0,440192,Crypturellus,audio\440192.wav
123,123.0,347780,Crypturellus,audio\347780.wav
124,124.0,475704,Crypturellus,audio\475704.wav
125,125.0,474806,Crypturellus,audio\474806.wav
126,126.0,437373,Crypturellus,audio\437373.wav
127,127.0,151848,Crypturellus,audio\151848.wav
128,128.0,66595,Crypturellus,audio\66595.wav
129,129.0,494091,Crypturellus,audio\494091.wav
130,130.0,484096,Crypturellus,audio\484096.wav
131,131.0,474810,Crypturellus,audio\474810.wav
132,132.0,442163,Crypturellus,audio\442163.wav
133,133.0,415355,Crypturellus,audio\415355.wav
134,134.0,415352,Crypturellus,audio\415352.wav
135,135.0,23416,Crypturellus,audio\23416.wav
136,136.0,388096,Crypturellus,audio\388096.wav
137,137.0,348898,Crypturellus,audio\348898.wav
138,138.0,221922,Crypturellus,audio\221922.wav
139,139.0,143925,Crypturellus,audio\143925.wav
140,140.0,77829,Crypturellus,audio\77829.wav
141,141.0,42078,Crypturellus,audio\42078.wav
142,142.0,13712,Crypturellus,audio\13712.wav
143,143.0,506429,Rhynchotus,audio\506429.wav
144,144.0,288532,Rhynchotus,audio\288532.wav
145,145.0,266341,Rhynchotus,audio\266341.wav
146,146.0,173419,Rhynchotus,audio\173419.wav
147,147.0,40026,Nothura,audio\40026.wav
148,148.0,496226,Nothura,audio\496226.wav
149,149.0,443401,Nothura,audio\443401.wav
150,150.0,441990,Nothura,audio\441990.wav
151,151.0,414135,Nothura,audio\414135.wav
152,152.0,17082,Nothura,audio\17082.wav
153,153.0,39083,Taoniscus,audio\39083.wav
154,154.0,39081,Taoniscus,audio\39081.wav
155,155.0,26017,Taoniscus,audio\26017.wav
156,156.0,23589,Taoniscus,audio\23589.wav
157,157.0,11335,Taoniscus,audio\11335.wav
158,158.0,108618,Anhima,audio\108618.wav
159,159.0,45656,Anhima,audio\45656.wav
160,160.0,510865,Chauna,audio\510865.wav
161,161.0,217915,Chauna,audio\217915.wav
162,162.0,171667,Chauna,audio\171667.wav
163,163.0,119766,Chauna,audio\119766.wav
164,164.0,234774,Dendrocygna,audio\234774.wav
165,165.0,173405,Dendrocygna,audio\173405.wav
166,166.0,403613,Nomonyx,audio\403613.wav
167,167.0,226970,Ortalis,audio\226970.wav
168,168.0,217917,Ortalis,audio\217917.wav
169,169.0,171669,Ortalis,audio\171669.wav
170,170.0,167631,Ortalis,audio\167631.wav
171,171.0,123628,Ortalis,audio\123628.wav
172,172.0,123600,Ortalis,audio\123600.wav
173,173.0,23715,Ortalis,audio\23715.wav
174,174.0,513659,Ortalis,audio\513659.wav
175,175.0,513658,Ortalis,audio\513658.wav
176,176.0,305925,Ortalis,audio\305925.wav
177,177.0,206944,Ortalis,audio\206944.wav
178,178.0,189706,Ortalis,audio\189706.wav
179,179.0,83826,Ortalis,audio\83826.wav
180,180.0,411803,Ortalis,audio\411803.wav
181,181.0,298142,Ortalis,audio\298142.wav
182,182.0,45600,Ortalis,audio\45600.wav
183,183.0,505430,Ortalis,audio\505430.wav
184,184.0,494070,Ortalis,audio\494070.wav
185,185.0,494068,Ortalis,audio\494068.wav
186,186.0,303408,Ortalis,audio\303408.wav
187,187.0,493617,Ortalis,audio\493617.wav
188,188.0,423061,Ortalis,audio\423061.wav
189,189.0,11043,Ortalis,audio\11043.wav
190,190.0,443389,Penelope,audio\443389.wav
191,191.0,469284,Penelope,audio\469284.wav
192,192.0,433347,Penelope,audio\433347.wav
193,193.0,415423,Penelope,audio\415423.wav
194,194.0,336111,Penelope,audio\336111.wav
195,195.0,294712,Penelope,audio\294712.wav
196,196.0,41943,Penelope,audio\41943.wav
197,197.0,415421,Penelope,audio\415421.wav
198,198.0,108686,Pipile,audio\108686.wav
199,199.0,268229,Pipile,audio\268229.wav
200,200.0,37931,Mitu,audio\37931.wav
201,201.0,130288,Crax,audio\130288.wav
202,202.0,504358,Crax,audio\504358.wav
203,203.0,504357,Crax,audio\504357.wav
204,204.0,66591,Colinus,audio\66591.wav
205,205.0,390129,Odontophorus,audio\390129.wav
206,206.0,370564,Odontophorus,audio\370564.wav
207,207.0,151927,Odontophorus,audio\151927.wav
208,208.0,121157,Odontophorus,audio\121157.wav
209,209.0,119854,Odontophorus,audio\119854.wav
210,210.0,435698,Odontophorus,audio\435698.wav
211,211.0,426153,Odontophorus,audio\426153.wav
212,212.0,215642,Odontophorus,audio\215642.wav
213,213.0,43015,Odontophorus,audio\43015.wav
214,214.0,469221,Tachybaptus,audio\469221.wav
215,215.0,413528,Tachybaptus,audio\413528.wav
216,216.0,62670,Tachybaptus,audio\62670.wav
217,217.0,123642,Theristicus,audio\123642.wav
218,218.0,119765,Theristicus,audio\119765.wav
219,219.0,492026,Theristicus,audio\492026.wav
220,220.0,171688,Theristicus,audio\171688.wav
221,221.0,41810,Theristicus,audio\41810.wav
222,222.0,422463,Mesembrinibis,audio\422463.wav
223,223.0,415227,Mesembrinibis,audio\415227.wav
224,224.0,37928,Mesembrinibis,audio\37928.wav
225,225.0,388497,Zebrilus,audio\388497.wav
226,226.0,217926,Zebrilus,audio\217926.wav
227,227.0,75687,Zebrilus,audio\75687.wav
228,228.0,75683,Zebrilus,audio\75683.wav
229,229.0,39446,Zebrilus,audio\39446.wav
230,230.0,439759,Botaurus,audio\439759.wav
231,231.0,499833,Ixobrychus,audio\499833.wav
232,232.0,414789,Ardea,audio\414789.wav
233,233.0,108651,Syrigma,audio\108651.wav
234,234.0,445537,Gampsonyx,audio\445537.wav
235,235.0,445536,Gampsonyx,audio\445536.wav
236,236.0,7499,Gampsonyx,audio\7499.wav
237,237.0,8119,Harpia,audio\8119.wav
238,238.0,23052,Spizaetus,audio\23052.wav
239,239.0,21055,Spizaetus,audio\21055.wav
240,240.0,13981,Spizaetus,audio\13981.wav
241,241.0,415481,Spizaetus,audio\415481.wav
242,242.0,129094,Spizaetus,audio\129094.wav
243,243.0,343524,Spizaetus,audio\343524.wav
244,244.0,108966,Harpagus,audio\108966.wav
245,245.0,48439,Harpagus,audio\48439.wav
246,246.0,329800,Accipiter,audio\329800.wav
247,247.0,464717,Accipiter,audio\464717.wav
248,248.0,282998,Accipiter,audio\282998.wav
249,249.0,79489,Accipiter,audio\79489.wav
250,250.0,40002,Accipiter,audio\40002.wav
251,251.0,13535,Accipiter,audio\13535.wav
252,252.0,288364,Circus,audio\288364.wav
253,253.0,506367,Busarellus,audio\506367.wav
254,254.0,409556,Helicolestes,audio\409556.wav
255,255.0,307915,Helicolestes,audio\307915.wav
256,256.0,179839,Helicolestes,audio\179839.wav
257,257.0,216852,Geranospiza,audio\216852.wav
258,258.0,284928,Buteogallus,audio\284928.wav
259,259.0,414810,Buteogallus,audio\414810.wav
260,260.0,216855,Buteogallus,audio\216855.wav
261,261.0,57986,Buteogallus,audio\57986.wav
262,262.0,521433,Buteogallus,audio\521433.wav
263,263.0,425004,Buteogallus,audio\425004.wav
264,264.0,388550,Buteogallus,audio\388550.wav
265,265.0,452491,Rupornis,audio\452491.wav
266,266.0,414815,Rupornis,audio\414815.wav
267,267.0,347762,Rupornis,audio\347762.wav
268,268.0,340156,Rupornis,audio\340156.wav
269,269.0,333049,Rupornis,audio\333049.wav
270,270.0,236381,Rupornis,audio\236381.wav
271,271.0,205127,Rupornis,audio\205127.wav
272,272.0,171685,Rupornis,audio\171685.wav
273,273.0,507867,Geranoaetus,audio\507867.wav
274,274.0,489711,Geranoaetus,audio\489711.wav
275,275.0,152572,Pseudastur,audio\152572.wav
276,276.0,315413,Leucopternis,audio\315413.wav
277,277.0,118475,Leucopternis,audio\118475.wav
278,278.0,301865,Leucopternis,audio\301865.wav
279,279.0,119484,Leucopternis,audio\119484.wav
280,280.0,428451,Buteo,audio\428451.wav
281,281.0,305307,Buteo,audio\305307.wav
282,282.0,178112,Buteo,audio\178112.wav
283,283.0,6153,Buteo,audio\6153.wav
284,284.0,388404,Buteo,audio\388404.wav
285,285.0,333307,Buteo,audio\333307.wav
286,286.0,330369,Buteo,audio\330369.wav
287,287.0,366904,Buteo,audio\366904.wav
288,288.0,295487,Buteo,audio\295487.wav
289,289.0,436509,Cariama,audio\436509.wav
290,290.0,433943,Cariama,audio\433943.wav
291,291.0,421619,Cariama,audio\421619.wav
292,292.0,417496,Cariama,audio\417496.wav
293,293.0,342239,Cariama,audio\342239.wav
294,294.0,310730,Cariama,audio\310730.wav
295,295.0,295678,Cariama,audio\295678.wav
296,296.0,295676,Cariama,audio\295676.wav
297,297.0,286495,Cariama,audio\286495.wav
298,298.0,277789,Cariama,audio\277789.wav
299,299.0,255032,Cariama,audio\255032.wav
300,300.0,111459,Cariama,audio\111459.wav
301,301.0,108623,Cariama,audio\108623.wav
302,302.0,23721,Cariama,audio\23721.wav
303,303.0,23566,Cariama,audio\23566.wav
304,304.0,480048,Eurypyga,audio\480048.wav
305,305.0,445372,Eurypyga,audio\445372.wav
306,306.0,422338,Eurypyga,audio\422338.wav
307,307.0,470029,Heliornis,audio\470029.wav
308,308.0,470027,Heliornis,audio\470027.wav
309,309.0,466369,Heliornis,audio\466369.wav
310,310.0,466368,Heliornis,audio\466368.wav
311,311.0,287833,Micropygia,audio\287833.wav
312,312.0,279033,Micropygia,audio\279033.wav
313,313.0,278963,Micropygia,audio\278963.wav
314,314.0,187161,Micropygia,audio\187161.wav
315,315.0,149795,Micropygia,audio\149795.wav
316,316.0,491858,Anurolimnas,audio\491858.wav
317,317.0,475793,Anurolimnas,audio\475793.wav
318,318.0,437449,Anurolimnas,audio\437449.wav
319,319.0,431920,Anurolimnas,audio\431920.wav
320,320.0,518816,Laterallus,audio\518816.wav
321,321.0,492121,Laterallus,audio\492121.wav
322,322.0,492120,Laterallus,audio\492120.wav
323,323.0,492119,Laterallus,audio\492119.wav
324,324.0,454257,Laterallus,audio\454257.wav
325,325.0,454256,Laterallus,audio\454256.wav
326,326.0,421058,Laterallus,audio\421058.wav
327,327.0,395843,Laterallus,audio\395843.wav
328,328.0,358749,Laterallus,audio\358749.wav
329,329.0,333030,Laterallus,audio\333030.wav
330,330.0,218850,Laterallus,audio\218850.wav
331,331.0,218849,Laterallus,audio\218849.wav
332,332.0,218847,Laterallus,audio\218847.wav
333,333.0,218846,Laterallus,audio\218846.wav
334,334.0,218845,Laterallus,audio\218845.wav
335,335.0,218844,Laterallus,audio\218844.wav
336,336.0,157353,Laterallus,audio\157353.wav
337,337.0,143387,Laterallus,audio\143387.wav
338,338.0,82553,Laterallus,audio\82553.wav
339,339.0,38563,Laterallus,audio\38563.wav
340,340.0,30978,Laterallus,audio\30978.wav
341,341.0,23846,Laterallus,audio\23846.wav
342,342.0,11359,Laterallus,audio\11359.wav
343,343.0,7892,Laterallus,audio\7892.wav
344,344.0,475940,Laterallus,audio\475940.wav
345,345.0,474884,Laterallus,audio\474884.wav
346,346.0,79995,Laterallus,audio\79995.wav
347,347.0,492763,Laterallus,audio\492763.wav
348,348.0,454926,Laterallus,audio\454926.wav
349,349.0,416480,Laterallus,audio\416480.wav
350,350.0,186810,Laterallus,audio\186810.wav
351,351.0,33120,Laterallus,audio\33120.wav
352,352.0,28288,Laterallus,audio\28288.wav
353,353.0,20123,Laterallus,audio\20123.wav
354,354.0,13711,Laterallus,audio\13711.wav
355,355.0,517743,Laterallus,audio\517743.wav
356,356.0,517740,Laterallus,audio\517740.wav
357,357.0,517738,Laterallus,audio\517738.wav
358,358.0,517736,Laterallus,audio\517736.wav
359,359.0,394473,Laterallus,audio\394473.wav
360,360.0,224848,Laterallus,audio\224848.wav
361,361.0,224846,Laterallus,audio\224846.wav
362,362.0,7891,Laterallus,audio\7891.wav
363,363.0,6455,Laterallus,audio\6455.wav
364,364.0,481888,Laterallus,audio\481888.wav
365,365.0,421062,Laterallus,audio\421062.wav
366,366.0,421061,Laterallus,audio\421061.wav
367,367.0,237225,Laterallus,audio\237225.wav
368,368.0,319698,Rallus,audio\319698.wav
369,369.0,34996,Aramides,audio\34996.wav
370,370.0,483682,Aramides,audio\483682.wav
371,371.0,447231,Aramides,audio\447231.wav
372,372.0,440959,Aramides,audio\440959.wav
373,373.0,421612,Aramides,audio\421612.wav
374,374.0,352281,Aramides,audio\352281.wav
375,375.0,336680,Aramides,audio\336680.wav
376,376.0,336670,Aramides,audio\336670.wav
377,377.0,286487,Aramides,audio\286487.wav
378,378.0,218124,Aramides,audio\218124.wav
379,379.0,216181,Aramides,audio\216181.wav
380,380.0,188520,Aramides,audio\188520.wav
381,381.0,184566,Aramides,audio\184566.wav
382,382.0,165374,Aramides,audio\165374.wav
383,383.0,153971,Aramides,audio\153971.wav
384,384.0,130853,Aramides,audio\130853.wav
385,385.0,111233,Aramides,audio\111233.wav
386,386.0,23692,Aramides,audio\23692.wav
387,387.0,18517,Aramides,audio\18517.wav
388,388.0,7187,Aramides,audio\7187.wav
389,389.0,500062,Aramides,audio\500062.wav
390,390.0,441314,Aramides,audio\441314.wav
391,391.0,118839,Aramides,audio\118839.wav
392,392.0,81475,Aramides,audio\81475.wav
393,393.0,52413,Aramides,audio\52413.wav
394,394.0,421607,Aramides,audio\421607.wav
395,395.0,375216,Aramides,audio\375216.wav
396,396.0,343042,Aramides,audio\343042.wav
397,397.0,336088,Aramides,audio\336088.wav
398,398.0,277277,Aramides,audio\277277.wav
399,399.0,277049,Aramides,audio\277049.wav
400,400.0,269903,Aramides,audio\269903.wav
401,401.0,218955,Aramides,audio\218955.wav
402,402.0,218178,Aramides,audio\218178.wav
403,403.0,218175,Aramides,audio\218175.wav
404,404.0,207510,Aramides,audio\207510.wav
405,405.0,146309,Aramides,audio\146309.wav
406,406.0,114664,Aramides,audio\114664.wav
407,407.0,42843,Aramides,audio\42843.wav
408,408.0,41795,Aramides,audio\41795.wav
409,409.0,37737,Aramides,audio\37737.wav
410,410.0,4825,Aramides,audio\4825.wav
411,411.0,466,Aramides,audio\466.wav
412,412.0,455603,Amaurolimnas,audio\455603.wav
413,413.0,424261,Amaurolimnas,audio\424261.wav
414,414.0,422467,Amaurolimnas,audio\422467.wav
415,415.0,343062,Amaurolimnas,audio\343062.wav
416,416.0,218181,Amaurolimnas,audio\218181.wav
417,417.0,84842,Amaurolimnas,audio\84842.wav
418,418.0,82530,Amaurolimnas,audio\82530.wav
419,419.0,4722,Amaurolimnas,audio\4722.wav
420,420.0,502420,Porzana,audio\502420.wav
421,421.0,470032,Porzana,audio\470032.wav
422,422.0,465155,Porzana,audio\465155.wav
423,423.0,448483,Porzana,audio\448483.wav
424,424.0,433823,Porzana,audio\433823.wav
425,425.0,423646,Porzana,audio\423646.wav
426,426.0,413774,Porzana,audio\413774.wav
427,427.0,349235,Porzana,audio\349235.wav
428,428.0,343197,Porzana,audio\343197.wav
429,429.0,312778,Porzana,audio\312778.wav
430,430.0,291613,Porzana,audio\291613.wav
431,431.0,228571,Porzana,audio\228571.wav
432,432.0,228570,Porzana,audio\228570.wav
433,433.0,211921,Porzana,audio\211921.wav
434,434.0,211920,Porzana,audio\211920.wav
435,435.0,121243,Porzana,audio\121243.wav
436,436.0,114660,Porzana,audio\114660.wav
437,437.0,6047,Porzana,audio\6047.wav
438,438.0,176628,Porzana,audio\176628.wav
439,439.0,119786,Porzana,audio\119786.wav
440,440.0,512051,Neocrex,audio\512051.wav
441,441.0,85475,Neocrex,audio\85475.wav
442,442.0,464811,Pardirallus,audio\464811.wav
443,443.0,454927,Pardirallus,audio\454927.wav
444,444.0,454258,Pardirallus,audio\454258.wav
445,445.0,421610,Pardirallus,audio\421610.wav
446,446.0,421609,Pardirallus,audio\421609.wav
447,447.0,421608,Pardirallus,audio\421608.wav
448,448.0,414728,Pardirallus,audio\414728.wav
449,449.0,382484,Pardirallus,audio\382484.wav
450,450.0,349927,Pardirallus,audio\349927.wav
451,451.0,329672,Pardirallus,audio\329672.wav
452,452.0,306314,Pardirallus,audio\306314.wav
453,453.0,286579,Pardirallus,audio\286579.wav
454,454.0,276873,Pardirallus,audio\276873.wav
455,455.0,255086,Pardirallus,audio\255086.wav
456,456.0,255083,Pardirallus,audio\255083.wav
457,457.0,227210,Pardirallus,audio\227210.wav
458,458.0,227208,Pardirallus,audio\227208.wav
459,459.0,200972,Pardirallus,audio\200972.wav
460,460.0,186816,Pardirallus,audio\186816.wav
461,461.0,163152,Pardirallus,audio\163152.wav
462,462.0,144904,Pardirallus,audio\144904.wav
463,463.0,82549,Pardirallus,audio\82549.wav
464,464.0,61579,Pardirallus,audio\61579.wav
465,465.0,61578,Pardirallus,audio\61578.wav
466,466.0,45712,Pardirallus,audio\45712.wav
467,467.0,37738,Pardirallus,audio\37738.wav
468,468.0,18640,Pardirallus,audio\18640.wav
469,469.0,15384,Pardirallus,audio\15384.wav
470,470.0,308350,Pardirallus,audio\308350.wav
471,471.0,21615,Pardirallus,audio\21615.wav
472,472.0,21154,Pardirallus,audio\21154.wav
473,473.0,518752,Porphyrio,audio\518752.wav
474,474.0,143233,Gallinula,audio\143233.wav
475,475.0,456302,Psophia,audio\456302.wav
476,476.0,474934,Psophia,audio\474934.wav
477,477.0,510969,Psophia,audio\510969.wav
478,478.0,388367,Psophia,audio\388367.wav
479,479.0,433608,Aramus,audio\433608.wav
480,480.0,412355,Aramus,audio\412355.wav
481,481.0,109001,Aramus,audio\109001.wav
482,482.0,411843,Haematopus,audio\411843.wav
483,483.0,288363,Haematopus,audio\288363.wav
484,484.0,441313,Himantopus,audio\441313.wav
485,485.0,413530,Vanellus,audio\413530.wav
486,486.0,393398,Vanellus,audio\393398.wav
487,487.0,347764,Vanellus,audio\347764.wav
488,488.0,144740,Vanellus,audio\144740.wav
489,489.0,97669,Vanellus,audio\97669.wav
490,490.0,1307,Vanellus,audio\1307.wav
491,491.0,102508,Charadrius,audio\102508.wav
492,492.0,506272,Jacana,audio\506272.wav
493,493.0,443388,Jacana,audio\443388.wav
494,494.0,415438,Jacana,audio\415438.wav
495,495.0,411830,Jacana,audio\411830.wav
496,496.0,147155,Jacana,audio\147155.wav
497,497.0,287018,Gallinago,audio\287018.wav
498,498.0,277797,Gallinago,audio\277797.wav
499,499.0,247439,Gallinago,audio\247439.wav
500,500.0,241848,Gallinago,audio\241848.wav
501,501.0,443437,Tringa,audio\443437.wav
502,502.0,506281,Tringa,audio\506281.wav
503,503.0,431362,Anous,audio\431362.wav
504,504.0,431360,Anous,audio\431360.wav
505,505.0,18593,Gygis,audio\18593.wav
506,506.0,440960,Rynchops,audio\440960.wav
507,507.0,437821,Rynchops,audio\437821.wav
508,508.0,446270,Columba,audio\446270.wav
509,509.0,521950,Patagioenas,audio\521950.wav
510,510.0,419245,Patagioenas,audio\419245.wav
511,511.0,419243,Patagioenas,audio\419243.wav
512,512.0,348349,Patagioenas,audio\348349.wav
513,513.0,295380,Patagioenas,audio\295380.wav
514,514.0,247501,Patagioenas,audio\247501.wav
515,515.0,243700,Patagioenas,audio\243700.wav
516,516.0,221385,Patagioenas,audio\221385.wav
517,517.0,211677,Patagioenas,audio\211677.wav
518,518.0,205976,Patagioenas,audio\205976.wav
519,519.0,42114,Patagioenas,audio\42114.wav
520,520.0,15463,Patagioenas,audio\15463.wav
521,521.0,330375,Patagioenas,audio\330375.wav
522,522.0,221339,Patagioenas,audio\221339.wav
523,523.0,482968,Patagioenas,audio\482968.wav
524,524.0,460838,Patagioenas,audio\460838.wav
525,525.0,439994,Patagioenas,audio\439994.wav
526,526.0,439458,Patagioenas,audio\439458.wav
527,527.0,422769,Patagioenas,audio\422769.wav
528,528.0,386887,Patagioenas,audio\386887.wav
529,529.0,382572,Patagioenas,audio\382572.wav
530,530.0,361278,Patagioenas,audio\361278.wav
531,531.0,341086,Patagioenas,audio\341086.wav
532,532.0,338125,Patagioenas,audio\338125.wav
533,533.0,299704,Patagioenas,audio\299704.wav
534,534.0,299697,Patagioenas,audio\299697.wav
535,535.0,287011,Patagioenas,audio\287011.wav
536,536.0,284561,Patagioenas,audio\284561.wav
537,537.0,270884,Patagioenas,audio\270884.wav
538,538.0,268443,Patagioenas,audio\268443.wav
539,539.0,227319,Patagioenas,audio\227319.wav
540,540.0,188644,Patagioenas,audio\188644.wav
541,541.0,149020,Patagioenas,audio\149020.wav
542,542.0,149019,Patagioenas,audio\149019.wav
543,543.0,140006,Patagioenas,audio\140006.wav
544,544.0,119545,Patagioenas,audio\119545.wav
545,545.0,91620,Patagioenas,audio\91620.wav
546,546.0,66968,Patagioenas,audio\66968.wav
547,547.0,66963,Patagioenas,audio\66963.wav
548,548.0,66959,Patagioenas,audio\66959.wav
549,549.0,60604,Patagioenas,audio\60604.wav
550,550.0,41891,Patagioenas,audio\41891.wav
551,551.0,10526,Patagioenas,audio\10526.wav
552,552.0,504751,Patagioenas,audio\504751.wav
553,553.0,317238,Patagioenas,audio\317238.wav
554,554.0,130316,Patagioenas,audio\130316.wav
555,555.0,67059,Patagioenas,audio\67059.wav
556,556.0,67054,Patagioenas,audio\67054.wav
557,557.0,67053,Patagioenas,audio\67053.wav
558,558.0,444164,Columbina,audio\444164.wav
559,559.0,434039,Columbina,audio\434039.wav
560,560.0,414333,Columbina,audio\414333.wav
561,561.0,330934,Columbina,audio\330934.wav
562,562.0,296526,Columbina,audio\296526.wav
563,563.0,5209,Columbina,audio\5209.wav
564,564.0,347719,Columbina,audio\347719.wav
565,565.0,288995,Columbina,audio\288995.wav
566,566.0,324467,Columbina,audio\324467.wav
567,567.0,324413,Columbina,audio\324413.wav
568,,452479,Claravis,audio\452479.wav
569,,423517,Claravis,audio\423517.wav
570,,301351,Claravis,audio\301351.wav
571,,286664,Claravis,audio\286664.wav
572,,221145,Claravis,audio\221145.wav
573,,255973,Uropelia,audio\255973.wav
574,,85476,Uropelia,audio\85476.wav
